45,29,1,43,29
90,45,24,52,58
0,43,28,43,29
121,43,28,45,32
35,41,24,43,29
34,43,23,52,29
206,39,22,41,23
46,39,22,45,24
207,39,22,48,22
208,32,22,39,25
209,39,22,44,31
210,39,22,41,23
211,39,22,44,31
81,40,24,45,24
259,44,18,44,27
94,43,22,48,28
179,29,12,48,37
89,45,24,47,24
95,29,11,52,28
91,29,12,48,37
168,47,23,52,24
203,39,19,47,27
272,42,23,61,25
4,41,11,61,34
273,47,24,47,26
274,43,24,47,26
160,47,23,52,24
177,29,12,47,26
275,24,24,47,33
279,38,23,45,37
157,44,23,52,31
80,44,24,45,31
161,44,23,52,31
280,41,21,44,32
268,40,20,61,37
88,32,21,45,31
281,29,12,54,43
282,41,20,45,37
287,24,25,43,33
17,41,27,43,29
11,41,27,43,29
288,41,22,45,27
115,39,22,45,37
55,41,24,45,27
260,41,22,48,37
289,39,23,42,32
290,41,27,45,30
32,43,26,45,29
8,41,23,70,56
40,41,22,61,29
68,45,24,45,26
9,43,26,45,29
128,40,22,48,37
22,43,26,45,29
39,41,18,45,29
23,43,26,45,29
26,39,17,52,31
3,34,23,61,34
124,40,21,45,26
291,40,11,45,36
292,43,26,45,32
103,43,23,52,28
126,41,21,45,37
176,39,22,42,24
136,37,17,52,33
172,42,23,52,24
166,42,23,52,24
104,42,22,48,37
294,42,24,43,33
295,42,23,56,26
38,39,22,45,29
28,42,22,52,29
112,42,24,43,28
143,41,24,42,24
29,14,15,61,29
33,43,24,61,29
148,41,23,61,27
170,52,23,61,24
162,52,23,61,24
138,41,23,61,26
151,41,24,61,24
2,12,22,61,29
106,12,18,61,29
122,41,22,61,26
140,41,24,61,29
165,52,23,61,24
31,12,22,61,29
153,44,21,61,26
13,43,29,43,30
85,43,24,45,30
308,12,23,43,34
247,24,27,44,33
301,12,23,44,30
310,12,23,44,24
98,39,24,43,28
307,39,24,43,30
145,39,24,41,24
311,39,22,44,24
18,39,24,43,29
219,39,24,43,34
312,12,23,43,33
180,39,11,45,24
215,14,15,40,24
47,41,23,45,37
86,41,23,45,24
315,32,23,41,25
120,41,23,43,28
116,41,23,43,28
125,41,23,45,37
316,41,11,45,23
185,29,12,54,43
96,41,22,48,37
142,41,18,47,26
24,43,23,47,29
147,40,21,70,56
323,42,16,47,23
141,41,23,47,24
14,43,23,47,29
324,40,21,54,43
325,41,23,47,25
137,40,16,61,32
139,41,22,52,25
326,42,16,70,56
133,41,23,47,24
327,24,23,47,33
67,29,12,70,56
154,42,23,52,23
61,42,23,45,24
93,42,17,44,28
66,42,23,45,24
333,42,22,47,26
191,39,17,44,25
344,14,15,43,33
227,14,15,40,24
84,14,15,45,24
218,12,15,61,37
214,14,15,48,24
146,14,15,41,24
345,14,15,42,30
131,41,24,43,25
349,43,23,45,25
50,43,23,45,25
319,39,21,54,43
239,40,22,48,31
355,12,16,42,27
108,12,16,70,56
303,42,16,43,30
230,40,16,42,24
278,29,12,45,31
233,40,16,42,24
16,42,16,43,29
356,12,16,44,25
317,42,16,70,56
357,34,16,47,26
232,40,16,42,24
27,41,22,61,29
368,41,25,42,27
304,42,27,43,30
369,41,26,42,27
370,40,25,42,27
371,41,26,42,27
123,41,23,70,56
220,40,24,43,32
372,24,32,43,33
373,12,25,42,33
374,37,31,61,34
306,37,30,43,33
53,37,23,45,33
375,12,23,40,33
305,37,30,43,33
376,12,23,38,35
381,39,31,42,32
255,39,27,44,31
63,39,24,45,31
173,39,23,52,31
261,39,11,54,43
382,39,31,42,32
54,39,24,45,31
383,39,31,42,32
384,39,23,45,31
264,12,22,48,32
390,42,26,45,30
42,38,17,44,29
225,40,24,42,26
164,42,23,52,26
331,39,21,44,31
285,40,23,47,36
365,40,23,43,28
217,40,24,42,30
30,41,23,61,34
37,43,29,61,34
297,43,30,61,34
329,40,23,61,36
101,43,28,61,34
395,44,23,61,34
99,39,28,61,34
105,12,21,61,34
398,40,28,70,35
200,39,22,40,28
300,40,28,43,30
399,40,28,40,36
400,24,28,70,56
401,40,21,44,28
100,40,21,54,43
402,12,23,42,28
403,40,21,44,28
404,40,25,41,28
286,40,27,43,34
409,41,30,43,32
224,40,24,41,30
235,40,24,41,30
410,39,30,41,30
411,41,30,43,33
237,40,24,41,30
296,41,30,45,32
36,43,29,43,32
299,43,30,43,32
231,37,24,45,33
414,43,32,70,56
109,43,28,45,32
393,42,30,61,34
420,42,30,45,31
111,40,24,43,30
10,12,23,43,30
271,45,22,47,24
435,45,1,47,22
97,40,19,47,28
188,39,22,47,32
181,29,11,48,27
183,39,18,47,26
189,39,19,47,26
72,38,11,45,35
444,39,20,42,28
445,42,21,52,58
152,42,18,52,23
276,42,21,44,31
446,42,21,56,26
149,29,12,45,27
320,44,19,47,23
430,44,19,45,22
71,43,18,45,26
249,44,19,44,27
25,43,19,44,29
107,12,19,61,28
425,42,22,45,32
454,41,25,42,32
379,39,31,42,32
423,42,22,45,32
284,41,27,42,32
388,42,26,42,32
429,42,22,45,32
69,42,24,45,32
65,42,24,45,25
150,41,24,42,25
130,41,24,42,25
129,41,24,42,25
132,41,24,42,25
459,42,25,47,26
367,40,25,42,27
442,40,21,42,25
76,39,20,45,25
337,14,15,40,25
222,40,24,40,25
460,40,25,43,33
359,41,26,42,27
464,41,26,43,34
465,34,23,41,26
223,40,24,41,26
366,34,23,42,27
321,47,23,70,56
234,40,24,70,56
155,52,23,70,56
470,43,34,70,56
43,43,29,70,56
322,44,18,47,23
82,44,18,45,24
48,29,12,47,26
351,42,16,45,30
184,32,17,44,25
236,40,24,43,31
175,43,23,52,31
462,41,26,43,31
197,39,22,43,31
196,39,22,43,31
178,39,22,43,31
62,43,23,45,24
83,43,23,45,24
482,12,23,43,27
328,14,15,45,34
495,41,11,43,34
277,41,11,44,31
496,41,11,44,21
500,43,34,54,43
256,44,27,54,43
248,44,27,54,43
253,44,27,54,43
252,44,27,54,43
242,44,27,54,43
202,32,17,54,43
58,29,12,54,43
489,29,11,41,12
494,29,11,41,12
240,29,12,44,27
182,29,12,47,35
258,29,12,44,27
