0.800000,0.883333
0.800000,0.700000
0.733333,0.850000
0.800000,0.866667
0.500000,0.183333
0.516667,0.650000
0.750000,0.933333
0.566667,0.766667
0.466667,0.250000
0.650000,0.616667
0.666667,0.766667
0.166667,0.233333
0.616667,0.766667
0.833333,0.900000
0.200000,0.216667
0.650000,0.866667
0.666667,0.800000
0.700000,0.833333
0.650000,0.566667
0.750000,0.850000
0.266667,0.166667
0.616667,0.783333
0.300000,0.283333
0.466667,0.916667
0.216667,0.316667
0.333333,0.483333
0.683333,0.900000
0.183333,0.133333
0.583333,0.783333
0.550000,0.683333
0.483333,0.700000
0.566667,0.866667
0.650000,0.483333
0.583333,0.583333
0.366667,0.600000
0.516667,0.750000
0.583333,0.900000
0.533333,0.916667
0.600000,0.933333
0.266667,0.066667
0.416667,0.450000
0.633333,0.816667
0.750000,0.716667
0.133333,0.183333
0.183333,0.200000
0.266667,0.183333
0.600000,0.733333
0.200000,0.266667
0.666667,0.816667
0.183333,0.300000
0.383333,0.566667
0.416667,0.383333
0.550000,0.583333
0.300000,0.500000
0.166667,0.200000
0.366667,0.616667
0.350000,0.300000
0.833333,0.800000
0.166667,0.266667
0.416667,0.450000
0.683333,0.866667
0.450000,0.533333
0.600000,0.916667
0.533333,0.550000
0.833333,0.566667
0.266667,0.150000
0.316667,0.083333
0.700000,0.816667
0.633333,0.750000
0.283333,0.200000
0.533333,0.683333
0.716667,0.900000
0.183333,0.200000
0.416667,0.566667
0.566667,0.583333
0.433333,0.633333
0.133333,0.083333
0.183333,0.333333
0.116667,0.283333
0.650000,0.816667
0.000000,0.016667
0.050000,0.000000
0.066667,0.000000
0.016667,0.016667
0.066667,0.000000
0.000000,0.000000
0.016667,0.000000
0.050000,0.016667
0.050000,0.000000
0.033333,0.000000
0.133333,0.016667
0.066667,0.000000
0.133333,0.066667
0.033333,0.016667
0.033333,0.016667
0.050000,0.000000
0.050000,0.033333
0.050000,0.016667
0.083333,0.033333
0.033333,0.000000
0.066667,0.016667
0.166667,0.016667
0.166667,0.016667
