12,16,   2
12,16,   3
12,17,   2
12,17,   3
12,33,   2
12,33,   3
12,55,   1
12,55,   2
13,16,   2
13,16,   3
13,17,   2
13,17,   3
13,33,   2
13,33,   3
13,55,   1
13,55,   2
14,16,   4
14,16,   5
14,17,   4
14,17,   5
14,55,   1
14,55,   2
15,16,   4
15,16,   5
15,17,   4
15,17,   5
15,55,   1
15,55,   2
16,16,   4
16,16,   5
16,17,   4
16,17,   5
16,55,   1
16,55,   2
17,16,   4
17,16,   5
17,17,   4
17,17,   5
17,55,   1
17,55,   2
18,16,   4
18,16,   5
18,17,   4
18,17,   5
18,55,   1
18,55,   2
19,16,   4
19,16,   5
19,17,   4
19,17,   5
19,55,   1
19,55,   2
20,16,   4
20,16,   5
20,17,   4
20,17,   5
20,55,   1
20,55,   2
21,16,   4
21,16,   5
21,17,   4
21,17,   5
21,55,   1
21,55,   2
22,16,   4
22,16,   5
22,17,   4
22,17,   5
22,55,   1
22,55,   2
23,16,   4
23,16,   5
23,17,   4
23,17,   5
23,55,   1
23,55,   2
24,55,   1
24,55,   2
25,55,   1
25,55,   2
26,55,   1
26,55,   2
27,55,   1
27,55,   2
28,55,   1
28,55,   2
29,32,   6
29,32,   7
29,37,   2
29,37,   3
29,38,   2
29,38,   3
29,39,   2
29,39,   3
29,40,   2
29,40,   3
29,41,   2
29,41,   3
29,42,   2
29,42,   3
29,43,   2
29,43,   3
29,44,   2
29,44,   3
29,45,   2
29,45,   3
29,55,   1
29,55,   2
30,32,   6
30,32,   7
30,37,   2
30,37,   3
30,38,   2
30,38,   3
30,39,   2
30,39,   3
30,40,   2
30,40,   3
30,41,   2
30,41,   3
30,42,   2
30,42,   3
30,43,   2
30,43,   3
30,44,   2
30,44,   3
30,45,   2
30,45,   3
30,55,   1
30,55,   2
31,32,   6
31,32,   7
31,37,   2
31,37,   3
31,38,   2
31,38,   3
31,39,   2
31,39,   3
31,40,   2
31,40,   3
31,41,   2
31,41,   3
31,42,   2
31,42,   3
31,43,   2
31,43,   3
31,44,   2
31,44,   3
31,45,   2
31,45,   3
31,55,   1
31,55,   2
32,21,  10
32,21,   9
32,33,   5
32,33,   6
32,34,   4
32,34,   5
32,35,   3
32,35,   4
32,36,   3
32,36,   4
32,43,   2
32,43,   3
32,44,   2
32,44,   3
32,45,   2
32,45,   3
32,55,   1
32,55,   2
33,21,  10
33,21,   9
33,33,   5
33,33,   6
33,34,   4
33,34,   5
33,35,   3
33,35,   4
33,36,   3
33,36,   4
33,43,   2
33,43,   3
33,44,   2
33,44,   3
33,45,   2
33,45,   3
33,55,   1
33,55,   2
34,18,   7
34,18,   8
34,22,  10
34,22,  11
34,33,   5
34,33,   6
34,34,   4
34,34,   5
34,35,   3
34,35,   4
34,36,   3
34,36,   4
34,43,   2
34,43,   3
34,44,   2
34,44,   3
34,45,   2
