12,23,12,1,70,58,12,23,62,46
12,23,12,1,70,58,12,23,70,56
33,1,0,0,0,0,12,1,70,55
33,1,0,0,0,0,12,1,70,56
34,58,0,0,0,0,12,11,62,58
34,58,0,0,0,0,12,11,70,58
35,1,0,0,0,0,12,1,70,46
35,1,0,0,0,0,12,1,70,56
36,1,0,0,0,0,12,1,62,46
36,1,0,0,0,0,12,1,70,56
38,1,0,0,0,0,12,1,62,55
38,1,0,0,0,0,12,1,70,56
38,35,12,1,70,58,38,21,62,46
38,35,12,1,70,58,38,21,70,56
40,28,12,1,70,58,12,21,70,56
40,28,12,1,70,58,12,22,70,55
40,35,12,1,70,58,24,19,62,46
40,35,12,1,70,58,24,19,70,56
41,22,0,0,0,0,0,0,0,0
41,22,12,1,70,58,41,11,47,26
41,27,0,0,0,0,0,0,0,0
41,27,12,1,70,58,24,22,48,37
42,16,12,1,70,58,12,12,62,55
42,16,12,1,70,58,12,12,70,56
42,23,12,1,70,58,29,12,62,46
42,23,12,1,70,58,29,12,70,56
42,26,12,1,70,58,38,17,52,36
42,26,12,1,70,58,38,17,52,55
42,27,12,1,70,58,40,22,62,46
42,27,12,1,70,58,40,22,70,56
42,32,12,1,70,58,39,22,45,32
42,32,12,1,70,58,39,22,45,55
43,1,0,0,0,0,12,1,70,55
43,1,0,0,0,0,12,1,70,56
43,25,12,1,70,58,39,21,54,43
43,25,12,1,70,58,39,22,54,43
43,32,12,1,70,58,37,24,62,46
43,32,12,1,70,58,37,24,70,56
43,33,12,1,70,58,41,11,62,55
43,33,12,1,70,58,41,11,70,56
43,55,0,0,0,0,0,0,0,0
43,55,12,1,70,58,24,22,48,55
44,21,0,0,0,0,0,0,0,0
44,21,12,1,70,58,41,11,47,26
44,31,12,1,70,58,29,12,61,43
44,31,12,1,70,58,29,12,61,55
45,22,12,1,70,58,29,1,48,32
45,22,12,1,70,58,29,1,48,55
45,26,12,1,70,58,34,11,62,55
45,26,12,1,70,58,34,11,70,56
47,23,12,1,70,58,24,16,62,46
47,23,12,1,70,58,24,16,70,56
51,58,0,0,0,0,12,11,62,58
51,58,0,0,0,0,12,11,70,58
57,1,0,0,0,0,12,1,70,55
57,1,0,0,0,0,12,1,70,56
61,34,12,1,70,58,12,21,61,36
61,34,12,1,70,58,12,22,61,36
62,46,0,0,0,0,0,0,0,0
62,46,12,1,70,58,40,23,62,46
70,56,0,0,0,0,0,0,0,0
70,56,12,1,70,58,40,23,70,56
